Manager,Date,Agent Group,Agent Name,Interaction Type,Accepted,Rejected,Short,Engage Time,Hold Time,Wrap Time,Handle Time,Handle Time Minutes,Avg Engage Time,Avg Hold Time,Avg Wrap Time,Avg Handle Time,Engage Time %
Manager5,7/14/2019,Queue3,Agent45,Internal,4,0,0,00:09:43,00:03:21,00:02:57,00:16:01,16,00:02:26,00:03:21,00:00:44,00:04:00,0.91%
Manager5,7/14/2019,Queue3,Agent45,Outbound,6,0,0,01:09:19,00:22:53,00:02:52,02:06:24,126,00:11:33,00:04:35,00:00:29,00:15:48,6.46%
Manager5,7/14/2019,Queue3,Agent46,Inbound,45,0,1,02:44:20,01:28:40,00:42:43,04:57:45,298,00:03:39,00:02:24,00:00:58,00:06:37,16.38%
Manager5,7/14/2019,Queue3,Agent46,Outbound,4,0,0,00:04:04,00:02:02,00:02:20,00:09:34,10,00:01:01,00:02:02,00:00:47,00:02:24,0.41%
Manager5,7/14/2019,Queue3,Agent47,Inbound,84,0,0,06:44:58,03:37:03,01:15:46,11:41:08,701,00:04:49,00:03:03,00:00:56,00:08:15,38.66%
Manager5,7/14/2019,Queue3,Agent47,Internal,2,0,0,00:03:19,00:00:00,00:02:01,00:05:20,5,00:01:40,00:00:00,00:01:01,00:02:40,0.32%
Manager5,7/14/2019,Queue3,Agent49,Inbound,38,0,0,05:02:34,01:06:01,00:32:29,06:50:09,410,00:07:58,00:02:21,00:00:56,00:10:31,29.55%
Manager5,7/14/2019,Queue3,Agent49,Internal,2,0,0,00:08:42,00:00:00,00:02:02,00:10:44,11,00:04:21,00:00:00,00:01:01,00:05:22,0.85%
Manager5,7/14/2019,Queue3,Agent49,Outbound,7,0,0,01:18:38,00:03:49,00:06:16,01:39:25,99,00:11:14,00:01:16,00:00:54,00:11:03,7.68%
Manager1,7/19/2019,Queue1,Agent2,Inbound,191,0,0,13:02:53,06:26:33,03:06:07,23:17:24,1397,00:04:06,00:02:23,00:01:00,00:07:06,30.19%
Manager1,7/19/2019,Queue1,Agent2,Internal,1,0,0,00:03:43,00:00:00,00:01:00,00:04:43,5,00:03:43,00:00:00,00:01:00,00:04:43,0.14%
Manager1,7/19/2019,Queue1,Agent2,Outbound,16,0,0,01:28:43,00:32:02,00:16:17,02:30:49,151,00:05:33,00:02:17,00:01:01,00:07:56,3.42%
Manager1,7/19/2019,Queue1,Agent8,Inbound,80,0,1,16:24:31,05:25:39,01:16:34,23:14:51,1395,00:12:18,00:04:24,00:01:00,00:17:26,36.94%
Manager1,7/19/2019,Queue1,Agent8,Internal,3,0,0,00:46:25,00:30:59,00:02:13,01:23:19,83,00:15:28,00:30:59,00:00:44,00:20:50,1.74%
Manager1,7/19/2019,Queue1,Agent8,Outbound,3,0,0,00:29:05,00:04:45,00:01:00,00:39:58,40,00:09:42,00:04:45,00:01:00,00:08:00,1.09%
Manager2,7/19/2019,Queue1,Agent12,Inbound,140,0,0,13:35:18,07:03:30,02:18:10,23:15:25,1395,00:05:49,00:03:15,00:00:59,00:09:58,32.48%
Manager2,7/19/2019,Queue1,Agent12,Internal,5,0,0,00:12:48,00:01:20,00:04:59,00:19:07,19,00:02:34,00:01:20,00:01:00,00:03:49,0.51%
Manager2,7/19/2019,Queue1,Agent12,Outbound,9,0,0,01:53:40,00:22:25,00:08:36,02:39:59,160,00:12:38,00:03:44,00:00:57,00:14:33,4.53%
Manager2,7/19/2019,Queue1,Agent13,Inbound,171,0,0,13:04:44,04:48:23,02:43:59,20:53:57,1254,00:04:35,00:02:12,00:00:59,00:07:12,29.56%
Manager2,7/19/2019,Queue1,Agent13,Internal,3,0,0,00:18:43,00:00:00,00:03:02,00:21:45,22,00:06:14,00:00:00,00:01:01,00:07:15,0.71%
Manager2,7/19/2019,Queue1,Agent13,Outbound,14,0,0,02:29:21,00:18:20,00:12:06,03:10:06,190,00:10:40,00:02:02,00:00:52,00:12:40,5.63%
Manager2,7/19/2019,Queue1,Agent16,Inbound,46,0,0,07:20:33,02:00:40,00:41:58,10:18:31,619,00:09:35,00:03:46,00:00:56,00:13:10,15.87%
Manager2,7/19/2019,Queue1,Agent16,Internal,10,0,0,00:46:01,00:19:28,00:08:17,01:13:46,74,00:04:36,00:02:47,00:00:50,00:07:23,1.66%
Manager2,7/19/2019,Queue1,Agent16,Outbound,26,0,0,04:35:16,02:23:05,00:23:50,07:45:23,465,00:10:35,00:06:30,00:00:55,00:17:54,9.92%
Manager3,7/19/2019,Queue2,Agent29,Inbound,149,0,0,09:44:04,10:31:26,02:24:16,22:49:59,1370,00:03:55,00:04:54,00:00:58,00:09:08,23.75%
Manager3,7/19/2019,Queue2,Agent29,Internal,4,0,0,00:07:45,00:10:29,00:04:02,00:22:16,22,00:01:56,00:03:30,00:01:01,00:05:34,0.32%
Manager3,7/19/2019,Queue2,Agent29,Outbound,11,0,0,01:00:26,01:02:47,00:11:03,02:25:05,145,00:05:30,00:06:17,00:01:00,00:11:10,2.46%
Manager3,7/19/2019,Queue2,Agent30,Inbound,122,0,0,11:56:27,05:38:18,01:49:03,19:45:51,1186,00:05:52,00:03:01,00:00:55,00:09:29,25.72%
Manager3,7/19/2019,Queue2,Agent30,Internal,6,0,0,00:22:15,00:04:29,00:05:06,00:31:50,32,00:03:43,00:02:15,00:00:51,00:05:18,0.80%
Manager3,7/19/2019,Queue2,Agent30,Outbound,12,0,0,01:53:43,00:35:01,00:10:10,02:45:34,166,00:09:29,00:03:30,00:00:51,00:13:48,4.08%
Manager4,7/19/2019,Queue2,Agent35,Inbound,42,0,0,06:08:41,00:47:17,00:36:29,07:53:16,473,00:08:47,00:02:09,00:00:55,00:10:45,23.13%
Manager4,7/19/2019,Queue2,Agent35,Internal,8,0,0,00:28:11,00:00:00,00:06:16,00:34:27,34,00:03:31,00:00:00,00:00:47,00:04:18,1.77%
Manager4,7/19/2019,Queue2,Agent35,Outbound,18,0,0,05:04:14,00:08:30,00:16:22,06:14:46,375,00:16:54,00:00:51,00:00:58,00:16:18,19.09%
Manager4,7/19/2019,Queue2,Agent36,Inbound,48,0,0,05:16:39,01:49:39,00:45:28,07:58:51,479,00:06:36,00:02:58,00:00:58,00:09:59,16.10%
Manager4,7/19/2019,Queue2,Agent36,Internal,18,0,0,00:12:06,00:11:53,00:16:57,00:46:22,46,00:00:40,00:02:58,00:01:00,00:02:26,0.62%
Manager4,7/19/2019,Queue2,Agent36,Outbound,27,0,0,06:39:48,00:36:50,00:23:09,08:01:29,481,00:14:48,00:02:03,00:00:53,00:17:50,20.33%
Manager5,7/19/2019,Queue3,Agent45,Inbound,118,1,0,14:23:02,08:22:38,01:35:44,24:40:36,1481,00:07:19,00:05:14,00:00:50,00:12:20,36.59%
Manager5,7/19/2019,Queue3,Agent45,Internal,10,0,0,00:29:44,00:18:21,00:07:52,00:55:57,56,00:02:58,00:06:07,00:00:52,00:05:36,1.26%
Manager5,7/19/2019,Queue3,Agent45,Outbound,9,0,0,01:00:18,00:57:56,00:07:07,02:22:27,142,00:06:42,00:06:26,00:00:47,00:14:15,2.56%
Manager5,7/19/2019,Queue3,Agent46,Inbound,88,0,1,05:44:58,02:03:23,01:21:05,09:22:06,562,00:03:55,00:01:43,00:00:56,00:06:19,16.43%
Manager5,7/19/2019,Queue3,Agent46,Internal,5,0,0,00:09:05,00:05:06,00:05:01,00:19:12,19,00:01:49,00:01:42,00:01:00,00:03:50,0.43%
Manager5,7/19/2019,Queue3,Agent46,Outbound,7,0,0,00:19:05,00:05:55,00:07:01,00:36:56,37,00:02:44,00:02:58,00:01:00,00:05:17,0.91%
Manager5,7/19/2019,Queue3,Agent47,Inbound,174,0,0,16:12:43,06:57:03,02:39:17,26:10:26,1570,00:05:35,00:02:56,00:00:55,00:08:49,36.36%
Manager5,7/19/2019,Queue3,Agent47,Internal,4,0,0,00:21:20,00:03:45,00:03:36,00:37:01,37,00:05:20,00:03:45,00:00:54,00:07:24,0.80%
Manager5,7/19/2019,Queue3,Agent47,Outbound,19,0,0,01:56:57,00:24:23,00:18:08,02:54:51,175,00:06:09,00:01:53,00:00:57,00:08:45,4.37%
Manager5,7/19/2019,Queue3,Agent49,Inbound,91,0,0,13:06:25,01:40:35,01:19:38,16:20:30,981,00:08:39,00:01:29,00:00:54,00:10:26,29.13%
Manager5,7/19/2019,Queue3,Agent49,Internal,11,0,1,00:41:52,00:03:49,00:09:19,00:55:00,55,00:03:48,00:01:16,00:00:51,00:05:00,1.55%
Manager5,7/19/2019,Queue3,Agent49,Outbound,20,0,0,03:53:59,00:12:56,00:15:22,04:53:15,293,00:11:42,00:01:18,00:00:51,00:12:45,8.67%
Manager1,7/16/2019,Queue1,Agent2,Inbound,188,0,1,13:30:48,07:37:55,02:58:30,24:40:58,1481,00:04:19,00:02:51,00:01:01,00:07:43,31.61%
Manager1,7/16/2019,Queue1,Agent2,Internal,2,0,0,00:13:06,00:03:46,00:02:01,00:20:17,20,00:06:33,00:03:46,00:01:01,00:06:46,0.51%
Manager1,7/16/2019,Queue1,Agent2,Outbound,18,0,0,01:50:20,00:29:20,00:17:12,03:01:58,182,00:06:08,00:02:06,00:01:01,00:08:40,4.30%
Manager1,7/16/2019,Queue1,Agent8,Inbound,76,0,0,12:19:05,05:06:11,01:14:57,18:43:36,1124,00:09:43,00:04:22,00:00:59,00:14:47,35.81%
Manager1,7/16/2019,Queue1,Agent8,Internal,2,0,0,00:04:27,00:00:00,00:02:02,00:06:29,6,00:02:14,00:00:00,00:01:01,00:03:15,0.22%
Manager1,7/16/2019,Queue1,Agent8,Outbound,9,0,0,02:33:16,00:38:52,00:09:05,03:28:59,209,00:17:02,00:05:33,00:01:01,00:23:13,7.43%
Manager2,7/16/2019,Queue1,Agent12,Inbound,135,0,1,12:59:37,06:19:12,02:09:29,22:03:20,1323,00:05:46,00:03:21,00:00:58,00:09:44,36.10%
Manager2,7/16/2019,Queue1,Agent12,Internal,4,0,0,00:21:54,00:03:00,00:04:02,00:28:56,29,00:05:29,00:03:00,00:01:01,00:07:14,1.01%
Manager2,7/16/2019,Queue1,Agent12,Outbound,9,0,0,00:47:03,00:13:09,00:08:49,01:30:22,90,00:05:14,00:02:38,00:00:59,00:07:32,2.18%
Manager2,7/16/2019,Queue1,Agent13,Inbound,204,0,0,13:10:51,06:33:55,03:13:13,23:12:07,1392,00:03:53,00:02:33,00:00:58,00:06:45,30.66%
Manager2,7/16/2019,Queue1,Agent13,Internal,7,0,0,00:18:08,00:01:23,00:07:00,00:27:05,27,00:02:35,00:01:23,00:01:00,00:03:23,0.70%
Manager2,7/16/2019,Queue1,Agent13,Outbound,19,0,0,01:57:28,00:27:57,00:18:28,03:05:10,185,00:06:11,00:02:09,00:00:58,00:08:49,4.55%
Manager2,7/16/2019,Queue1,Agent16,Inbound,63,0,0,08:40:43,03:03:03,01:00:23,13:16:14,796,00:08:16,00:03:44,00:00:59,00:11:53,24.08%
Manager2,7/16/2019,Queue1,Agent16,Internal,9,0,0,00:36:56,00:05:38,00:09:06,01:07:01,67,00:04:06,00:02:49,00:01:01,00:06:06,1.71%
Manager2,7/16/2019,Queue1,Agent16,Outbound,43,0,0,08:05:56,01:51:15,00:42:54,11:29:16,689,00:11:18,00:03:11,00:01:00,00:14:40,22.47%
Manager3,7/16/2019,Queue2,Agent29,Inbound,112,0,1,07:07:56,11:07:51,01:48:15,20:14:05,1214,00:03:49,00:06:29,00:01:00,00:10:45,20.56%
Manager3,7/16/2019,Queue2,Agent29,Internal,1,0,0,00:01:32,00:00:00,00:01:01,00:02:33,3,00:01:32,00:00:00,00:01:01,00:02:33,0.07%
Manager3,7/16/2019,Queue2,Agent29,Outbound,9,0,0,00:52:11,01:14:44,00:08:56,02:22:03,142,00:05:48,00:08:18,00:01:00,00:15:47,2.51%
Manager3,7/16/2019,Queue2,Agent30,Inbound,87,0,2,08:01:09,03:10:46,01:21:41,12:43:36,764,00:05:32,00:02:25,00:00:57,00:08:41,22.38%
Manager3,7/16/2019,Queue2,Agent30,Internal,4,0,0,00:09:32,00:00:00,00:03:58,00:13:30,14,00:02:23,00:00:00,00:01:00,00:03:23,0.44%
Manager3,7/16/2019,Queue2,Agent30,Outbound,11,0,0,02:08:30,00:28:59,00:09:16,02:53:53,174,00:11:41,00:03:37,00:00:56,00:14:29,5.98%
Manager4,7/16/2019,Queue2,Agent36,Inbound,83,0,0,10:17:56,02:38:10,01:18:43,14:35:12,875,00:07:27,00:02:46,00:00:58,00:10:11,23.29%
Manager4,7/16/2019,Queue2,Agent36,Internal,36,0,0,00:58:51,00:05:03,00:34:10,01:45:45,106,00:01:38,00:02:32,00:00:57,00:02:51,2.22%
Manager4,7/16/2019,Queue2,Agent36,Outbound,35,0,0,06:28:51,01:21:53,00:30:08,08:49:10,529,00:11:07,00:03:09,00:00:55,00:14:42,14.65%
Manager5,7/16/2019,Queue3,Agent45,Inbound,128,0,1,13:38:00,09:29:25,01:50:38,25:19:09,1519,00:06:23,00:05:11,00:00:52,00:11:47,30.82%
Manager5,7/16/2019,Queue3,Agent45,Internal,8,0,0,01:32:20,00:50:48,00:06:07,02:29:15,149,00:11:33,00:12:42,00:00:46,00:18:39,3.48%
Manager5,7/16/2019,Queue3,Agent45,Outbound,8,0,0,01:24:37,00:40:27,00:06:11,02:33:47,154,00:10:35,00:05:47,00:00:46,00:15:23,3.19%
Manager5,7/16/2019,Queue3,Agent47,Inbound,126,0,0,11:49:54,05:57:10,01:52:58,19:51:08,1191,00:05:38,00:03:32,00:00:56,00:09:27,34.85%
Manager5,7/16/2019,Queue3,Agent47,Internal,3,0,0,00:08:37,00:00:00,00:02:29,00:24:20,24,00:02:52,00:00:00,00:00:50,00:06:05,0.42%
Manager5,7/16/2019,Queue3,Agent47,Outbound,18,0,0,01:42:51,00:10:32,00:12:13,02:19:39,140,00:05:43,00:01:19,00:00:49,00:07:21,5.05%
Manager5,7/16/2019,Queue3,Agent49,Inbound,94,1,0,13:22:55,01:38:55,01:21:15,16:38:51,999,00:08:33,00:01:18,00:00:55,00:10:31,37.78%
Manager5,7/16/2019,Queue3,Agent49,Internal,6,0,0,00:18:03,00:00:00,00:04:25,00:22:28,22,00:03:01,00:00:00,00:00:44,00:03:45,0.85%
Manager5,7/16/2019,Queue3,Agent49,Outbound,17,0,0,03:00:48,00:07:46,00:13:42,03:52:28,232,00:10:38,00:01:57,00:00:48,00:12:55,8.51%
Manager1,7/17/2019,Queue1,Agent2,Inbound,183,0,1,14:03:12,08:40:05,02:57:28,26:14:43,1575,00:04:36,00:03:14,00:01:00,00:08:23,32.36%
Manager1,7/17/2019,Queue1,Agent2,Internal,2,0,0,00:08:08,00:06:39,00:01:08,00:15:55,16,00:04:04,00:06:39,00:00:34,00:07:58,0.31%
Manager1,7/17/2019,Queue1,Agent2,Outbound,9,0,0,01:18:11,00:06:45,00:09:05,02:01:06,121,00:08:41,00:02:15,00:01:01,00:08:39,3.00%
Manager1,7/17/2019,Queue1,Agent8,Inbound,77,1,0,14:10:23,04:09:15,01:37:13,20:08:19,1208,00:11:03,00:03:47,00:01:21,00:15:29,40.02%
Manager1,7/17/2019,Queue1,Agent8,Internal,5,0,0,00:30:21,00:08:20,00:04:51,00:43:32,44,00:06:04,00:04:10,00:00:58,00:08:42,1.43%
Manager1,7/17/2019,Queue1,Agent8,Outbound,7,0,0,01:30:34,00:14:51,00:06:01,02:00:58,121,00:12:56,00:02:58,00:01:00,00:15:07,4.26%
Manager2,7/17/2019,Queue1,Agent12,Inbound,196,1,2,15:34:41,07:45:12,03:06:26,26:58:45,1619,00:04:46,00:02:36,00:00:59,00:08:01,35.15%
Manager2,7/17/2019,Queue1,Agent12,Internal,4,0,0,00:11:40,00:01:15,00:04:01,00:16:56,17,00:02:55,00:01:15,00:01:00,00:04:14,0.44%
Manager2,7/17/2019,Queue1,Agent12,Outbound,20,0,1,02:55:46,00:36:33,00:17:04,04:12:35,253,00:08:47,00:02:49,00:01:00,00:11:29,6.61%
Manager2,7/17/2019,Queue1,Agent13,Inbound,180,0,0,10:35:30,07:15:07,02:46:39,21:05:26,1265,00:03:32,00:03:05,00:00:58,00:06:53,28.81%
Manager2,7/17/2019,Queue1,Agent13,Internal,6,0,0,00:28:30,00:00:16,00:05:36,00:36:55,37,00:04:45,00:00:16,00:00:56,00:05:16,1.29%
Manager2,7/17/2019,Queue1,Agent13,Outbound,9,0,0,01:08:30,00:18:38,00:07:11,01:45:21,105,00:07:37,00:02:20,00:00:48,00:09:35,3.11%
Manager2,7/17/2019,Queue1,Agent16,Inbound,64,0,0,06:53:24,03:44:36,01:18:21,12:12:51,733,00:06:28,00:04:35,00:01:15,00:11:16,19.68%
Manager2,7/17/2019,Queue1,Agent16,Internal,11,0,0,00:39:48,00:09:09,00:11:02,00:59:59,60,00:03:37,00:02:17,00:01:00,00:05:27,1.89%
Manager2,7/17/2019,Queue1,Agent16,Outbound,34,0,0,05:58:54,01:51:32,00:34:14,09:13:17,553,00:10:33,00:04:28,00:01:00,00:14:34,17.08%
Manager3,7/17/2019,Queue2,Agent29,Inbound,169,0,0,10:20:45,13:25:33,02:41:57,26:39:54,1600,00:03:40,00:05:20,00:01:00,00:09:25,24.57%
Manager3,7/17/2019,Queue2,Agent29,Internal,2,0,0,00:03:04,00:03:08,00:02:00,00:08:12,8,00:01:32,00:03:08,00:01:00,00:04:06,0.12%
Manager3,7/17/2019,Queue2,Agent29,Outbound,14,0,0,01:03:41,00:51:39,00:14:04,02:20:44,141,00:04:33,00:04:18,00:01:00,00:08:48,2.52%
Manager4,7/17/2019,Queue2,Agent36,Inbound,86,0,2,10:43:44,02:21:33,01:22:03,14:49:33,890,00:07:29,00:02:43,00:01:00,00:09:53,24.90%
Manager4,7/17/2019,Queue2,Agent36,Internal,21,0,0,00:27:54,00:05:25,00:20:14,01:07:14,67,00:01:20,00:02:43,00:00:58,00:02:55,1.08%
Manager4,7/17/2019,Queue2,Agent36,Outbound,27,0,0,07:46:34,01:23:10,00:25:13,09:55:42,596,00:17:17,00:03:47,00:00:58,00:22:04,18.05%
Manager5,7/17/2019,Queue3,Agent45,Inbound,132,1,0,12:22:35,09:42:32,01:55:14,24:41:35,1482,00:05:38,00:04:56,00:00:53,00:10:44,28.09%
Manager5,7/17/2019,Queue3,Agent45,Internal,11,0,0,00:53:56,00:06:41,00:10:11,01:10:48,71,00:04:54,00:03:21,00:00:56,00:06:26,2.04%
Manager5,7/17/2019,Queue3,Agent45,Outbound,20,0,0,02:09:39,01:38:44,00:11:48,05:15:13,315,00:06:29,00:06:10,00:00:42,00:12:37,4.90%
Manager5,7/17/2019,Queue3,Agent47,Inbound,178,0,0,16:55:44,08:09:51,02:38:34,28:05:00,1685,00:05:42,00:03:26,00:00:57,00:09:28,39.64%
Manager5,7/17/2019,Queue3,Agent47,Internal,5,0,0,00:19:21,00:04:17,00:04:54,00:28:32,29,00:03:52,00:02:09,00:00:59,00:05:42,0.76%
Manager5,7/17/2019,Queue3,Agent47,Outbound,13,0,0,01:11:15,00:10:07,00:09:10,01:42:36,103,00:05:29,00:02:32,00:00:50,00:07:20,2.78%
Manager5,7/17/2019,Queue3,Agent49,Inbound,106,0,0,15:33:57,02:36:08,01:28:41,20:10:06,1210,00:08:49,00:02:10,00:00:54,00:10:54,44.10%
Manager5,7/17/2019,Queue3,Agent49,Internal,5,0,0,00:22:48,00:00:00,00:05:02,00:27:50,28,00:04:34,00:00:00,00:01:00,00:05:34,1.08%
Manager5,7/17/2019,Queue3,Agent49,Outbound,13,0,0,01:42:11,00:06:33,00:12:04,02:36:31,157,00:07:52,00:01:19,00:00:56,00:09:12,4.82%
Manager1,7/18/2019,Queue1,Agent2,Inbound,179,1,0,13:18:13,06:29:58,02:54:48,22:57:13,1377,00:04:28,00:02:33,00:01:00,00:07:39,30.26%
Manager1,7/18/2019,Queue1,Agent2,Internal,5,0,0,00:16:26,00:03:47,00:05:04,00:25:17,25,00:03:17,00:01:54,00:01:01,00:05:03,0.62%
Manager1,7/18/2019,Queue1,Agent2,Outbound,9,0,0,00:46:56,00:18:08,00:09:11,01:25:50,86,00:05:13,00:02:35,00:01:01,00:08:35,1.78%
Manager1,7/18/2019,Queue1,Agent8,Inbound,92,0,1,15:55:35,05:12:56,01:26:30,22:45:44,1366,00:10:23,00:04:01,00:00:58,00:14:51,37.04%
Manager1,7/18/2019,Queue1,Agent8,Internal,1,0,0,00:10:30,00:00:00,00:01:01,00:11:31,12,00:10:30,00:00:00,00:01:01,00:11:31,0.41%
Manager1,7/18/2019,Queue1,Agent8,Outbound,11,0,0,04:10:18,00:59:26,00:07:08,05:36:06,336,00:22:45,00:08:29,00:00:48,00:30:33,9.70%
Manager2,7/18/2019,Queue1,Agent12,Inbound,130,2,0,10:28:09,05:20:37,02:07:01,18:14:51,1095,00:04:50,00:02:42,00:01:00,00:08:21,29.25%
Manager2,7/18/2019,Queue1,Agent12,Internal,2,0,0,00:08:26,00:00:58,00:02:02,00:11:26,11,00:04:13,00:00:58,00:01:01,00:05:43,0.39%
Manager2,7/18/2019,Queue1,Agent12,Outbound,9,0,0,02:08:49,00:17:17,00:08:18,02:54:35,175,00:14:19,00:02:53,00:00:55,00:17:28,6.00%
Manager2,7/18/2019,Queue1,Agent13,Inbound,151,0,1,09:04:05,03:56:35,02:25:58,15:43:08,943,00:03:36,00:02:15,00:00:59,00:06:05,26.71%
Manager2,7/18/2019,Queue1,Agent13,Internal,4,0,0,00:06:20,00:00:00,00:04:02,00:10:22,10,00:01:35,00:00:00,00:01:01,00:02:36,0.31%
Manager2,7/18/2019,Queue1,Agent13,Outbound,12,0,0,01:37:39,00:21:25,00:10:36,02:24:09,144,00:08:08,00:02:23,00:00:53,00:10:18,4.79%
Manager2,7/18/2019,Queue1,Agent16,Inbound,88,0,0,09:59:12,03:25:17,01:25:46,15:09:21,909,00:06:49,00:03:22,00:00:58,00:10:06,22.47%
Manager2,7/18/2019,Queue1,Agent16,Internal,6,0,1,00:09:01,00:01:29,00:06:03,00:16:33,17,00:01:30,00:01:29,00:01:01,00:02:46,0.34%
Manager2,7/18/2019,Queue1,Agent16,Outbound,46,0,0,08:20:00,02:18:32,00:45:49,12:14:56,735,00:10:52,00:03:28,00:01:00,00:15:19,18.75%
Manager3,7/18/2019,Queue2,Agent29,Inbound,144,0,0,09:07:52,11:38:10,02:22:28,23:20:36,1401,00:03:48,00:05:22,00:01:00,00:09:40,20.67%
Manager3,7/18/2019,Queue2,Agent29,Internal,2,0,0,00:02:00,00:00:00,00:02:00,00:04:00,4,00:01:00,00:00:00,00:01:00,00:02:00,0.08%
Manager3,7/18/2019,Queue2,Agent29,Outbound,13,0,0,00:48:28,01:52:58,00:13:00,03:02:43,183,00:03:44,00:08:41,00:01:00,00:14:03,1.83%
Manager3,7/18/2019,Queue2,Agent30,Inbound,59,0,0,04:56:58,02:21:43,00:55:27,08:28:32,509,00:05:02,00:02:50,00:00:56,00:08:20,20.22%
Manager3,7/18/2019,Queue2,Agent30,Internal,1,0,0,00:03:20,00:00:00,00:00:28,00:04:50,5,00:03:20,00:00:00,00:00:28,00:02:25,0.23%
Manager3,7/18/2019,Queue2,Agent30,Outbound,7,0,0,00:42:44,00:22:53,00:07:04,01:23:41,84,00:06:06,00:03:16,00:01:01,00:11:57,2.91%
Manager4,7/18/2019,Queue2,Agent36,Inbound,84,0,0,09:35:01,02:35:13,01:22:29,13:47:08,827,00:06:51,00:02:23,00:00:59,00:09:44,21.61%
Manager4,7/18/2019,Queue2,Agent36,Internal,24,0,0,00:33:08,00:03:31,00:22:08,00:58:47,59,00:01:23,00:01:10,00:00:58,00:02:27,1.25%
Manager4,7/18/2019,Queue2,Agent36,Outbound,31,0,0,07:48:28,00:50:59,00:26:50,09:34:38,575,00:15:07,00:02:13,00:00:56,00:18:32,17.61%
Manager5,7/18/2019,Queue3,Agent45,Inbound,137,0,1,12:31:05,09:46:50,01:57:49,24:43:09,1483,00:05:29,00:04:51,00:00:53,00:10:27,28.13%
Manager5,7/18/2019,Queue3,Agent45,Internal,6,0,0,00:27:27,00:02:33,00:05:48,00:35:48,36,00:04:35,00:02:33,00:00:58,00:05:58,1.03%
Manager5,7/18/2019,Queue3,Agent45,Outbound,10,0,0,01:18:00,00:48:39,00:07:16,02:32:25,152,00:07:48,00:06:05,00:00:44,00:12:42,2.92%
Manager5,7/18/2019,Queue3,Agent47,Inbound,159,1,0,14:51:23,05:13:43,02:31:42,22:56:22,1376,00:05:36,00:02:29,00:00:57,00:08:33,35.48%
Manager5,7/18/2019,Queue3,Agent47,Internal,2,0,0,00:02:58,00:00:00,00:01:00,00:03:58,4,00:01:29,00:00:00,00:01:00,00:01:59,0.12%
Manager5,7/18/2019,Queue3,Agent47,Outbound,16,0,0,02:13:36,00:20:24,00:15:07,02:58:31,179,00:08:21,00:02:02,00:00:57,00:11:09,5.32%
Manager5,7/18/2019,Queue3,Agent49,Inbound,102,0,1,15:27:54,01:23:02,01:32:32,18:42:27,1122,00:09:06,00:01:22,00:00:57,00:10:54,34.51%
Manager5,7/18/2019,Queue3,Agent49,Internal,12,0,1,00:32:45,00:00:38,00:08:01,00:41:24,41,00:02:44,00:00:38,00:00:40,00:03:27,1.22%
Manager5,7/18/2019,Queue3,Agent49,Outbound,26,0,1,04:45:57,00:08:11,00:22:26,05:44:16,344,00:11:00,00:01:38,00:00:54,00:12:45,10.64%
Manager1,7/21/2019,Queue1,Agent2,Inbound,132,0,0,11:36:50,05:29:30,02:08:08,19:25:02,1165,00:05:17,00:02:53,00:01:00,00:08:50,32.69%
Manager1,7/21/2019,Queue1,Agent2,Internal,4,0,0,00:12:41,00:00:00,00:04:03,00:16:44,17,00:03:10,00:00:00,00:01:01,00:04:11,0.60%
Manager1,7/21/2019,Queue1,Agent2,Outbound,18,0,0,02:06:21,00:20:59,00:16:30,03:06:33,187,00:07:01,00:02:37,00:00:58,00:09:20,5.93%
Manager1,7/21/2019,Queue1,Agent8,Inbound,69,0,0,13:59:44,04:45:43,01:04:16,19:57:26,1197,00:12:10,00:04:46,00:00:58,00:17:21,38.76%
Manager1,7/21/2019,Queue1,Agent8,Internal,5,0,0,00:19:18,00:12:09,00:04:59,00:36:26,36,00:03:52,00:06:05,00:01:00,00:07:17,0.89%
Manager1,7/21/2019,Queue1,Agent8,Outbound,8,0,0,02:04:48,00:29:02,00:07:04,02:45:04,165,00:15:36,00:07:16,00:01:01,00:20:38,5.76%
Manager2,7/21/2019,Queue1,Agent12,Inbound,101,0,1,11:04:46,05:37:43,01:37:33,18:46:02,1126,00:06:35,00:03:38,00:00:59,00:10:50,30.84%
Manager2,7/21/2019,Queue1,Agent12,Internal,4,0,0,00:13:26,00:00:00,00:04:00,00:17:26,17,00:03:22,00:00:00,00:01:00,00:04:22,0.62%
Manager2,7/21/2019,Queue1,Agent12,Outbound,16,0,0,03:23:05,00:52:33,00:15:47,05:01:15,301,00:12:42,00:03:45,00:00:59,00:16:44,9.42%
Manager2,7/21/2019,Queue1,Agent13,Inbound,172,0,0,11:26:24,05:29:10,02:40:50,19:55:20,1195,00:03:59,00:02:39,00:00:59,00:06:50,33.04%
Manager2,7/21/2019,Queue1,Agent13,Internal,2,0,0,00:01:39,00:00:00,00:02:00,00:03:39,4,00:00:50,00:00:00,00:01:00,00:01:50,0.08%
Manager2,7/21/2019,Queue1,Agent13,Outbound,12,0,0,00:49:31,00:02:58,00:10:01,01:12:39,73,00:04:08,00:00:45,00:00:50,00:05:11,2.38%
Manager2,7/21/2019,Queue1,Agent16,Inbound,73,0,1,07:24:37,03:22:09,01:08:13,12:07:33,728,00:06:05,00:03:49,00:00:59,00:09:42,20.73%
